time,latitude,longitude,depth_km,magnitude,magnitude_type,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp
2015-07-07T13:35:14.900000Z,-33.37,-70.22,94.8,4.86,Mwc,-9410000000000000.0,820000000000000.0,8590000000000000.0,-6230000000000000.0,-2.23e+16,-2640000000000000.0
2015-09-17T12:14:35.000000Z,-32.91,-71.6,10.0,5.86,Mwc,6.44e+17,-1.05e+17,-5.39e+17,7.07e+16,-4.76e+17,6.67e+16
2015-09-17T13:32:26.000000Z,-32.14,-72.38,10.0,5.93,Mwc,6.98e+17,-3.1e+16,-6.67e+17,-2.1e+16,-7.01e+17,1.1e+16
2015-09-18T08:18:17.900000Z,-32.23,-72.37,6.0,5.45,Mwc,1.26e+17,-8000000000000000.0,-1.18e+17,1.49e+16,-1.45e+17,1.94e+16
2015-09-18T09:10:44.700000Z,-32.37,-72.23,8.0,6.1,Mwc,1.26e+18,4.3e+16,-1.3e+18,1.5e+16,-1.21e+18,1.81e+17
2015-09-19T12:52:20.900000Z,-32.33,-72.07,18.0,6.22,Mwc,1.87e+18,6.4e+16,-1.94e+18,1.28e+17,-1.86e+18,-6.6e+16
2016-01-26T00:19:10.000000Z,-32.59,-71.84,7.8,5.09,Mwc,4.56e+16,1.04e+16,-5.61e+16,-540000000000000.0,-1.12e+16,1.4e+16
2016-04-14T09:38:44.100000Z,-33.88,-70.42,110.5,5.15,Mwc,1.2e+16,-1.68e+16,4770000000000000.0,-4.68e+16,-4.61e+16,5010000000000000.0
2016-07-26T23:00:21.700000Z,-32.63,-71.84,16.4,4.95,Mwc,3.1e+16,140000000000000.0,-3.11e+16,6560000000000000.0,9810000000000000.0,4640000000000000.0
2016-10-27T20:32:55.800000Z,-33.78,-72.53,12.6,5.97,Mwc,6.45e+17,-2000000000000000.0,-6.43e+17,-1.66e+17,-9.3e+17,-1.22e+17
2016-10-29T22:01:39.300000Z,-33.84,-72.59,10.0,5.12,Mwc,3.88e+16,-2310000000000000.0,-3.64e+16,-1430000000000000.0,-4.8e+16,-5600000000000000.0
2016-10-31T11:15:50.900000Z,-33.77,-72.47,35.0,5.04,Mwc,4.49e+16,-4150000000000000.0,-4.08e+16,-5770000000000000.0,-1.48e+16,-7460000000000000.0
2017-04-22T22:46:42.900000Z,-32.99,-72.15,9.4,5.07,Mwc,3.76e+16,-420000000000000.0,-3.72e+16,-5590000000000000.0,-3.32e+16,-2900000000000000.0
2017-04-23T02:36:07.800000Z,-33.03,-72.02,21.0,5.97,Mwc,7.85e+17,2.7e+16,-8.12e+17,-6.2e+16,-8.19e+17,-3.9e+16
2017-04-23T19:40:10.800000Z,-33.0,-72.09,20.0,5.56,Mwc,2.06e+17,-4800000000000000.0,-2.01e+17,5300000000000000.0,-1.83e+17,1.38e+16
2017-04-24T21:38:30.800000Z,-33.04,-72.07,28.0,6.86,Mwc,1.3e+19,3.9e+17,-1.33e+19,5.6e+17,-2.03e+19,-2.2e+17
2017-04-25T01:43:04.000000Z,-33.14,-72.03,21.5,5.47,Mwc,1.53e+17,-1.65e+16,-1.37e+17,1.89e+16,-1.39e+17,-1.84e+16
2017-04-27T05:09:23.000000Z,-33.26,-71.95,23.4,5.21,Mwc,4.34e+16,750000000000000.0,-4.42e+16,-2440000000000000.0,-7.07e+16,3560000000000000.0
2017-04-28T15:30:06.300000Z,-33.22,-71.97,22.0,5.91,Mwc,5.98e+17,6000000000000000.0,-6.04e+17,1.31e+17,-7.02e+17,4.9e+16
2017-04-28T15:58:34.300000Z,-33.24,-72.01,22.5,5.52,Mwc,1.34e+17,-4300000000000000.0,-1.29e+17,6.36e+16,-1.82e+17,3.57e+16
2017-04-28T16:05:57.000000Z,-33.13,-71.79,27.0,5.93,Mwc,5.78e+17,-2.5e+16,-5.53e+17,8.2e+16,-7.66e+17,1.79e+17
2017-04-28T17:41:48.900000Z,-33.29,-71.96,17.6,5.47,Mwc,1.2e+17,500000000000000.0,-1.2e+17,-1.33e+16,-1.63e+17,-1.04e+16
2017-04-29T01:46:02.200000Z,-33.21,-71.96,18.3,5.42,Mwc,1.81e+17,-5.31e+16,-1.28e+17,500000000000000.0,-6.72e+16,-6100000000000000.0
2017-05-13T16:54:45.300000Z,-32.93,-72.05,10.2,5.25,Mwc,6.06e+16,2600000000000000.0,-6.32e+16,-8800000000000000.0,-7.27e+16,-3600000000000000.0
2017-07-07T03:04:48.200000Z,-33.73,-72.24,13.0,5.09,Mwc,4.75e+16,-6740000000000000.0,-4.08e+16,-1010000000000000.0,-3.17e+16,-7420000000000000.0
2017-07-14T12:00:29.800000Z,-33.72,-72.52,10.0,5.38,Mwc,9.38e+16,-7400000000000000.0,-8.63e+16,-1.66e+16,-1.15e+17,-1.91e+16
2017-08-02T07:15:13.700000Z,-33.21,-70.63,92.0,5.37,Mwc,-8.78e+16,2.22e+16,6.56e+16,-5.42e+16,-4.8e+16,1.06e+17
2017-10-15T10:59:14.800000Z,-32.24,-72.84,10.0,4.81,Mwc,-2.28e+16,1.36e+16,9180000000000000.0,4990000000000000.0,970000000000000.0,5820000000000000.0
2018-05-02T16:09:54.800000Z,-33.26,-70.01,111.2,5.0,Mwc,-3.28e+16,-1.01e+16,4.29e+16,-1440000000000000.0,-9240000000000000.0,-6900000000000000.0
2018-08-31T13:25:01.400000Z,-32.21,-70.48,96.3,5.02,Mwc,-2.86e+16,-8500000000000000.0,3.71e+16,-1.86e+16,6450000000000000.0,1.72e+16
2018-12-01T23:55:24.700000Z,-33.92,-72.4,10.0,5.56,Mwc,1.74e+17,1900000000000000.0,-1.76e+17,-1.83e+16,-2.11e+17,-2.15e+16
2018-12-05T17:12:13.600000Z,-33.65,-71.65,34.5,5.15,Mwc,6.37e+16,-3.31e+16,-3.05e+16,2.6e+16,2.51e+16,2.16e+16
2019-03-02T20:21:52.600000Z,-33.68,-72.6,10.4,5.54,Mwc,1.4e+17,-6000000000000000.0,-1.34e+17,-6.39e+16,-2.07e+17,-4200000000000000.0
2019-04-07T10:52:41.100000Z,-33.76,-72.51,10.0,5.7,Mwc,2.44e+17,-3800000000000000.0,-2.4e+17,-4.76e+16,-3.61e+17,-4.85e+16
2019-09-14T12:22:44.100000Z,-33.97,-73.35,10.0,4.85,Mwc,-2.61e+16,9960000000000000.0,1.62e+16,-30000000000000.0,1840000000000000.0,7600000000000000.0
2019-11-15T17:16:42.500000Z,-34.0,-72.25,13.7,5.24,Mwc,6.26e+16,1900000000000000.0,-6.45e+16,1.41e+16,-6.54e+16,-800000000000000.0
2019-11-22T22:27:31.900000Z,-32.72,-70.15,109.4,5.06,Mwc,-4.31e+16,4750000000000000.0,3.83e+16,-1.6e+16,1.98e+16,-7060000000000000.0
2019-12-09T05:04:14.600000Z,-32.08,-70.4,112.8,4.92,Mwc,2.03e+16,-3070000000000000.0,-1.72e+16,1.43e+16,-5480000000000000.0,1.95e+16
2020-04-14T16:02:10.300000Z,-33.9,-70.47,107.9,5.0,Mwc,-2.65e+16,6390000000000000.0,2.01e+16,-1.63e+16,-1.29e+16,-2.52e+16
2020-06-25T11:55:04.700000Z,-32.23,-71.62,35.0,5.18,Mwc,5.68e+16,1.39e+16,-7.08e+16,2.58e+16,-2.73e+16,-7160000000000000.0
2020-08-15T11:11:58.600000Z,-33.22,-70.17,10.0,4.92,Mwc,8450000000000000.0,2.23e+16,-3.08e+16,490000000000000.0,1.47e+16,-6530000000000000.0
2020-12-08T07:07:20.700000Z,-32.07,-71.51,47.2,5.05,Mwc,4.19e+16,-1340000000000000.0,-4.05e+16,9290000000000000.0,2.12e+16,-5400000000000000.0
